HourlyWindDirection,HourlyWindSpeed,PrevHourlyWindDirection,PrevHourlyWindSpeed
310,17,320,13
320,13,320,15
320,15,320,16
320,16,320,13
320,13,340,18
340,18,320,17
320,17,330,18
330,18,320,13
320,13,340,17
340,17,330,14
330,14,340,18
340,18,330,18
330,18,340,17
340,17,330,18
330,18,330,16
330,16,340,21
340,21,330,13
330,13,340,14
340,14,340,18
340,18,330,17
330,17,340,16
340,16,340,16
340,16,350,14
350,14,350,15
350,15,350,11
350,11,350,14
350,14,350,10
350,10,350,13
350,13,350,11
350,11,360,10
360,10,360,10
360,10,350,9
350,9,350,15
350,15,340,15
340,15,350,13
350,13,350,11
350,11,360,9
360,9,360,13
360,13,360,11
360,11,350,10
350,10,350,9
350,9,350,9
350,9,350,10
350,10,340,13
340,13,350,11
350,11,340,13
340,13,350,8
350,8,350,9
350,9,350,11
350,11,360,9
360,9,350,9
350,9,360,9
360,9,360,10
360,10,360,8
360,8,#N/A,#N/A
#N/A,#N/A,360,8
360,8,360,9
360,9,360,7
360,7,350,8
350,8,350,8
350,8,350,10
350,10,360,9
360,9,360,10
360,10,360,9
360,9,360,10
360,10,10,11
10,11,360,11
360,11,360,10
360,10,360,10
360,10,360,7
360,7,360,8
360,8,360,9
360,9,360,9
360,9,360,9
360,9,350,9
350,9,360,9
360,9,360,9
360,9,360,14
360,14,10,8
10,8,10,11
10,11,20,13
20,13,20,11
20,11,20,11
20,11,20,11
20,11,10,9
10,9,20,8
20,8,30,9
30,9,350,9
350,9,VRB,11
VRB,11,340,15
340,15,VRB,9
VRB,9,330,9
330,9,10,8
10,8,350,8
350,8,360,7
360,7,30,14
30,14,10,9
10,9,360,8
360,8,40,9
40,9,350,9
350,9,20,13
20,13,10,9
10,9,320,10
320,10,10,8
10,8,350,8
350,8,10,9
10,9,340,7
340,7,340,7
340,7,330,8
330,8,330,7
330,7,330,7
330,7,330,7
330,7,330,5
330,5,320,6
320,6,320,6
320,6,330,7
330,7,330,6
330,6,330,5
330,5,330,5
330,5,320,5
320,5,320,3
320,3,0,0
0,0,310,5
310,5,320,5
320,5,320,5
320,5,320,5
320,5,320,5
320,5,310,5
310,5,320,5
320,5,330,5
330,5,320,3
320,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,320,3
320,3,320,6
320,6,320,5
320,5,320,3
320,3,310,3
310,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,330,7
330,7,340,5
340,5,0,0
0,0,60,6
60,6,0,0
0,0,360,3
360,3,320,3
320,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,350,3
350,3,330,6
330,6,350,5
350,5,0,0
0,0,0,0
0,0,180,3
180,3,340,6
340,6,0,0
0,0,350,3
350,3,310,5
310,5,310,3
310,3,310,6
310,6,340,3
340,3,0,0
0,0,310,3
310,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,340,5
340,5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,110,3
110,3,0,0
0,0,0,0
0,0,120,3
120,3,0,0
0,0,110,3
110,3,110,5
110,5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,130,3
130,3,130,3
130,3,0,0
0,0,160,5
160,5,160,7
160,7,150,8
150,8,160,7
160,7,160,7
160,7,150,8
150,8,160,7
160,7,160,13
160,13,170,14
170,14,180,14
180,14,170,11
170,11,160,11
160,11,160,10
160,10,150,13
150,13,160,10
160,10,160,10
160,10,180,16
180,16,160,11
160,11,160,8
160,8,160,11
160,11,170,11
170,11,140,9
140,9,140,11
140,11,150,10
150,10,160,9
160,9,170,9
170,9,160,7
160,7,160,7
160,7,160,6
160,6,160,5
160,5,140,5
140,5,150,3
150,3,140,3
140,3,140,6
140,6,140,5
140,5,150,3
150,3,140,6
140,6,140,7
140,7,140,7
140,7,140,6
140,6,150,6
150,6,150,6
150,6,160,6
160,6,160,7
160,7,150,5
150,5,150,6
150,6,140,7
140,7,140,7
140,7,140,7
140,7,140,6
140,6,140,7
140,7,140,7
140,7,150,7
150,7,150,8
150,8,150,8
150,8,140,9
140,9,140,9
140,9,150,8
150,8,150,8
150,8,150,8
150,8,160,7
160,7,150,7
150,7,160,8
160,8,150,7
150,7,150,6
150,6,150,6
150,6,140,3
140,3,150,6
150,6,160,3
160,3,140,5
140,5,140,5
140,5,130,5
130,5,120,3
120,3,130,3
130,3,0,0
0,0,320,5
320,5,10,6
10,6,40,9
40,9,20,11
20,11,20,13
20,13,30,7
30,7,70,8
70,8,20,8
20,8,50,6
50,6,50,10
50,10,60,7
60,7,360,6
360,6,60,6
60,6,70,10
70,10,350,7
350,7,30,9
30,9,20,5
20,5,20,7
20,7,10,8
10,8,350,8
350,8,340,11
340,11,360,9
360,9,360,9
360,9,10,6
10,6,10,7
10,7,10,6
10,6,10,5
10,5,360,3
360,3,0,0
0,0,360,3
360,3,350,6
350,6,360,5
360,5,360,5
360,5,360,6
360,6,350,5
350,5,350,5
350,5,350,5
350,5,360,5
360,5,360,5
360,5,350,3
350,3,350,6
350,6,360,3
360,3,350,3
350,3,360,3
360,3,360,3
360,3,360,5
360,5,360,5
360,5,350,5
350,5,360,7
360,7,360,7
360,7,360,7
360,7,10,7
10,7,10,8
10,8,10,9
10,9,360,6
360,6,360,7
360,7,360,8
360,8,360,8
360,8,10,9
10,9,10,8
10,8,20,8
20,8,20,8
20,8,20,8
20,8,20,9
20,9,20,9
20,9,10,9
10,9,20,11
20,11,20,10
20,10,20,8
20,8,30,6
30,6,30,8
30,8,20,7
20,7,10,7
10,7,20,6
20,6,10,8
10,8,10,7
10,7,10,7
10,7,10,7
10,7,350,5
350,5,20,5
20,5,360,6
360,6,360,8
360,8,360,7
360,7,10,7
10,7,360,7
360,7,10,7
10,7,360,6
360,6,10,9
10,9,340,9
340,9,330,10
330,10,350,7
350,7,360,7
360,7,320,7
320,7,330,9
330,9,340,6
340,6,330,8
330,8,340,9
340,9,330,7
330,7,330,7
330,7,330,6
330,6,320,5
320,5,320,3
320,3,320,5
320,5,320,6
320,6,320,6
320,6,320,6
320,6,310,6
310,6,320,8
320,8,320,6
320,6,330,8
330,8,330,8
330,8,340,7
340,7,330,6
330,6,330,6
330,6,320,5
320,5,330,6
330,6,330,7
330,7,340,7
340,7,340,9
340,9,340,7
340,7,350,6
350,6,350,7
350,7,360,7
360,7,360,6
360,6,360,8
360,8,360,9
360,9,10,11
10,11,10,11
10,11,10,13
10,13,10,11
10,11,10,10
10,10,10,9
10,9,10,11
10,11,10,11
10,11,10,14
10,14,10,16
10,16,10,14
10,14,20,15
20,15,20,14
20,14,20,14
20,14,20,16
20,16,10,14
10,14,20,18
20,18,360,15
360,15,20,14
20,14,40,16
40,16,20,16
20,16,20,15
20,15,20,14
20,14,20,14
20,14,20,11
20,11,30,14
30,14,30,13
30,13,30,15
30,15,360,11
360,11,40,10
40,10,VRB,10
VRB,10,10,13
10,13,30,16
30,16,40,13
40,13,10,14
10,14,20,11
20,11,20,14
20,14,VRB,10
VRB,10,10,10
10,10,20,9
20,9,20,8
20,8,30,9
30,9,20,9
20,9,20,7
20,7,20,6
20,6,10,5
10,5,10,6
10,6,20,3
20,3,20,5
20,5,50,3
50,3,30,3
30,3,20,3
20,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,110,5
110,5,0,0
0,0,0,0
0,0,130,3
130,3,110,6
110,6,120,8
120,8,120,5
120,5,130,7
130,7,130,7
130,7,130,6
130,6,140,7
140,7,140,8
140,8,150,8
150,8,150,8
150,8,150,10
150,10,150,8
150,8,160,11
160,11,150,10
150,10,160,13
160,13,160,11
160,11,160,14
160,14,150,14
150,14,180,16
180,16,170,17
170,17,170,16
170,16,180,17
180,17,170,14
170,14,180,17
180,17,150,14
150,14,180,16
180,16,170,15
170,15,170,15
170,15,170,14
170,14,160,11
160,11,170,14
170,14,160,15
160,15,170,11
170,11,160,15
160,15,150,14
150,14,160,15
160,15,160,14
160,14,170,10
170,10,150,14
150,14,150,14
150,14,160,11
160,11,160,10
160,10,150,11
150,11,150,9
150,9,150,10
150,10,160,8
160,8,160,8
160,8,160,8
160,8,150,7
150,7,150,9
150,9,150,10
150,10,150,10
150,10,150,9
150,9,160,7
160,7,150,7
150,7,150,7
150,7,170,8
170,8,160,7
160,7,160,8
160,8,160,10
160,10,160,10
160,10,160,8
160,8,160,7
160,7,170,7
170,7,170,8
170,8,170,7
170,7,160,6
160,6,160,6
160,6,150,7
150,7,150,7
150,7,150,7
150,7,160,9
160,9,160,8
160,8,150,8
150,8,150,8
150,8,150,7
150,7,150,8
150,8,140,8
140,8,150,7
150,7,160,7
160,7,160,7
160,7,150,8
150,8,150,8
150,8,140,9
140,9,150,7
150,7,150,8
150,8,VRB,8
VRB,8,150,6
150,6,160,8
160,8,160,10
160,10,170,11
170,11,170,8
170,8,170,14
170,14,160,11
160,11,170,11
170,11,160,10
160,10,150,9
150,9,140,8
140,8,160,5
160,5,150,6
150,6,130,6
130,6,150,6
150,6,0,0
0,0,0,0
0,0,40,5
40,5,70,5
70,5,60,6
60,6,40,9
40,9,30,8
30,8,70,5
70,5,50,7
50,7,70,5
70,5,60,6
60,6,40,6
40,6,30,9
30,9,40,7
40,7,50,5
50,5,50,3
50,3,20,3
20,3,10,3
10,3,20,5
20,5,20,5
20,5,40,5
40,5,40,3
40,3,0,0
0,0,0,0
0,0,0,0
0,0,90,6
90,6,90,3
90,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,#N/A,#N/A
#N/A,#N/A,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,340,3
340,3,330,3
330,3,330,3
330,3,330,5
330,5,340,5
340,5,330,5
330,5,320,7
320,7,320,7
320,7,330,9
330,9,340,7
340,7,330,8
330,8,330,9
330,9,340,11
340,11,350,10
350,10,350,11
350,11,340,15
340,15,350,13
350,13,350,11
350,11,340,16
340,16,350,14
350,14,350,15
350,15,350,15
350,15,360,16
360,16,360,14
360,14,350,15
350,15,360,15
360,15,350,13
350,13,360,11
360,11,350,14
350,14,350,15
350,15,340,13
340,13,360,14
360,14,360,13
360,13,350,14
350,14,340,13
340,13,350,14
350,14,350,15
350,15,350,14
350,14,20,17
20,17,350,16
350,16,350,13
350,13,360,13
360,13,330,15
330,15,350,13
350,13,360,10
360,10,350,9
350,9,360,10
360,10,360,9
360,9,360,9
360,9,360,7
360,7,360,6
360,6,10,6
10,6,360,3
360,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,360,3
360,3,0,0
0,0,30,3
30,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,#N/A,#N/A
#N/A,#N/A,0,0
0,0,0,0
0,0,90,3
90,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,130,3
130,3,140,3
140,3,170,3
170,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,150,3
150,3,0,0
0,0,170,3
170,3,170,3
170,3,160,6
160,6,180,8
180,8,160,7
160,7,150,7
150,7,170,8
170,8,180,11
180,11,170,10
170,10,170,10
170,10,190,11
190,11,VRB,9
VRB,9,VRB,9
VRB,9,170,9
170,9,VRB,9
VRB,9,190,14
190,14,160,8
160,8,160,9
160,9,150,11
150,11,VRB,13
VRB,13,160,9
160,9,160,9
160,9,160,13
160,13,170,13
170,13,160,11
160,11,170,11
170,11,180,11
180,11,160,10
160,10,160,13
160,13,150,10
150,10,160,10
160,10,160,9
160,9,150,8
150,8,150,9
150,9,150,7
150,7,150,7
150,7,150,7
150,7,160,6
160,6,160,6
160,6,150,7
150,7,150,7
150,7,140,8
140,8,150,9
150,9,160,9
160,9,150,8
150,8,150,9
150,9,160,9
160,9,160,9
160,9,160,10
160,10,160,10
160,10,160,10
160,10,160,10
160,10,160,10
160,10,160,10
160,10,150,9
150,9,150,10
150,10,160,10
160,10,160,13
160,13,160,14
160,14,160,14
160,14,160,13
160,13,170,13
170,13,170,13
170,13,170,14
170,14,170,16
170,16,180,17
180,17,170,16
170,16,170,15
170,15,170,16
170,16,180,15
180,15,170,17
170,17,170,17
170,17,170,16
170,16,170,16
170,16,180,18
180,18,180,18
180,18,190,24
190,24,180,21
180,21,190,21
190,21,190,25
190,25,190,25
190,25,190,28
190,28,190,25
190,25,190,22
190,22,190,25
190,25,200,25
200,25,200,21
200,21,200,22
200,22,190,25
190,25,190,26
190,26,190,26
190,26,180,26
180,26,190,24
190,24,190,24
190,24,180,24
180,24,190,29
190,29,180,21
180,21,180,22
180,22,180,23
180,23,190,23
190,23,180,21
180,21,180,18
180,18,180,23
180,23,180,17
180,17,170,16
170,16,170,17
170,17,170,16
170,16,180,14
180,14,170,16
170,16,170,15
170,15,160,13
160,13,170,15
170,15,170,14
170,14,170,14
170,14,170,15
170,15,170,14
170,14,170,15
170,15,170,16
170,16,170,15
170,15,170,15
170,15,170,14
170,14,170,13
170,13,170,13
170,13,170,11
170,11,170,13
170,13,170,11
170,11,170,13
170,13,170,11
170,11,170,13
170,13,170,13
170,13,170,13
170,13,170,15
170,15,180,13
180,13,180,13
180,13,180,11
180,11,170,11
170,11,170,11
170,11,170,10
170,10,180,11
180,11,170,9
170,9,160,8
160,8,170,10
170,10,180,11
180,11,180,11
180,11,190,10
190,10,190,10
190,10,190,14
190,14,200,16
200,16,210,11
210,11,220,11
220,11,240,10
240,10,260,10
260,10,250,13
250,13,270,10
270,10,250,5
250,5,280,6
280,6,250,5
250,5,0,0
0,0,350,5
350,5,360,3
360,3,350,8
350,8,10,8
10,8,20,6
20,6,340,5
340,5,360,7
360,7,360,5
360,5,10,6
10,6,20,6
20,6,0,0
0,0,60,6
60,6,60,5
60,5,20,6
20,6,360,5
360,5,20,5
20,5,20,6
20,6,20,5
20,5,360,3
360,3,360,5
360,5,40,3
40,3,360,5
360,5,360,7
360,7,360,5
360,5,350,5
350,5,360,3
360,3,360,6
360,6,10,5
10,5,360,5
360,5,20,6
20,6,20,5
20,5,20,7
20,7,30,7
30,7,30,6
30,6,30,7
30,7,50,5
50,5,50,6
50,6,50,7
50,7,30,7
30,7,30,8
30,8,30,8
30,8,30,7
30,7,30,7
30,7,40,6
40,6,60,7
60,7,70,9
70,9,60,7
60,7,60,8
60,8,70,9
70,9,70,9
70,9,80,7
80,7,80,6
80,6,90,5
90,5,80,6
80,6,70,3
70,3,70,6
70,6,100,8
100,8,120,8
120,8,120,9
120,9,120,10
120,10,140,9
140,9,150,7
150,7,150,7
150,7,150,9
150,9,160,8
160,8,160,10
160,10,160,11
160,11,180,17
180,17,180,15
180,15,180,15
180,15,160,13
160,13,150,14
150,14,170,15
170,15,160,14
160,14,160,16
160,16,170,16
170,16,170,17
170,17,170,20
170,20,160,21
160,21,180,22
180,22,190,22
190,22,180,22
180,22,180,22
180,22,180,21
180,21,180,20
180,20,180,20
180,20,170,16
170,16,170,15
170,15,170,14
170,14,160,15
160,15,170,13
170,13,170,8
170,8,170,8
170,8,190,8
190,8,170,8
170,8,180,8
180,8,180,10
180,10,190,20
190,20,190,14
190,14,180,14
180,14,180,16
180,16,180,14
180,14,180,10
180,10,180,14
180,14,180,14
180,14,180,17
180,17,180,15
180,15,180,13
180,13,170,11
170,11,170,10
170,10,180,11
180,11,170,11
170,11,170,11
170,11,180,14
180,14,170,11
170,11,170,10
170,10,170,13
170,13,170,13
170,13,170,10
170,10,170,13
170,13,170,11
170,11,170,14
170,14,170,13
170,13,170,9
170,9,170,10
170,10,170,14
170,14,170,13
170,13,170,14
170,14,170,13
170,13,170,10
170,10,180,14
180,14,170,14
170,14,170,14
170,14,180,16
180,16,180,17
180,17,180,20
180,20,180,22
180,22,180,25
180,25,190,18
190,18,190,23
190,23,190,21
190,21,200,24
200,24,200,22
200,22,200,17
200,17,200,18
200,18,200,20
200,20,220,10
220,10,180,5
180,5,130,13
130,13,140,15
140,15,150,14
150,14,160,13
160,13,170,15
170,15,170,14
170,14,170,18
170,18,180,14
180,14,180,18
180,18,190,16
190,16,180,16
180,16,190,16
190,16,190,18
190,18,190,16
190,16,190,18
190,18,200,16
200,16,190,17
190,17,190,16
190,16,190,17
190,17,200,14
200,14,200,13
200,13,200,14
200,14,240,17
240,17,270,10
270,10,260,13
260,13,270,15
270,15,260,13
260,13,270,8
270,8,260,8
260,8,240,7
240,7,250,7
250,7,210,3
210,3,#N/A,#N/A
#N/A,#N/A,260,8
260,8,250,9
250,9,240,7
240,7,260,10
260,10,260,9
260,9,240,6
240,6,240,6
240,6,240,8
240,8,250,8
250,8,240,6
240,6,240,8
240,8,210,7
210,7,230,6
230,6,240,6
240,6,220,6
220,6,200,3
200,3,210,5
210,5,200,6
200,6,230,6
230,6,230,5
230,5,230,5
230,5,220,6
220,6,200,6
200,6,250,9
250,9,280,10
280,10,270,13
270,13,290,14
290,14,290,11
290,11,290,16
290,16,280,13
280,13,270,15
270,15,270,14
270,14,260,13
260,13,270,14
270,14,260,16
260,16,270,13
270,13,250,17
250,17,250,16
250,16,240,15
240,15,240,14
240,14,260,10
260,10,250,15
250,15,250,10
250,10,250,11
250,11,250,18
250,18,240,13
240,13,250,15
250,15,240,14
240,14,250,9
250,9,240,8
240,8,240,10
240,10,250,13
250,13,230,9
230,9,230,7
230,7,220,6
220,6,210,7
210,7,210,10
210,10,200,10
200,10,190,11
190,11,190,13
190,13,190,15
190,15,190,16
190,16,190,18
190,18,190,17
190,17,190,18
190,18,190,15
190,15,190,14
190,14,190,17
190,17,190,15
190,15,190,16
190,16,190,16
190,16,190,16
190,16,180,13
180,13,180,17
180,17,180,17
180,17,180,14
180,14,170,13
170,13,170,13
170,13,170,15
170,15,170,14
170,14,170,13
170,13,170,14
170,14,170,14
170,14,170,14
170,14,170,15
170,15,180,13
180,13,190,16
190,16,190,10
190,10,200,11
200,11,210,9
210,9,200,11
200,11,190,9
190,9,190,10
190,10,200,11
200,11,200,11
200,11,210,11
210,11,220,14
220,14,210,13
210,13,230,10
230,10,240,10
240,10,230,13
230,13,250,11
250,11,230,9
230,9,270,13
270,13,270,11
270,11,250,10
250,10,280,9
280,9,280,9
280,9,240,10
240,10,280,10
280,10,300,7
300,7,VRB,9
VRB,9,280,13
280,13,280,10
280,10,270,7
270,7,290,7
290,7,260,5
260,5,270,5
270,5,250,5
250,5,250,7
250,7,220,10
220,10,220,7
220,7,240,7
240,7,200,7
200,7,210,6
210,6,220,7
220,7,220,6
220,6,230,6
230,6,240,6
240,6,250,5
250,5,250,5
250,5,240,5
240,5,240,5
240,5,240,5
240,5,240,5
240,5,240,5
240,5,250,5
250,5,260,5
260,5,260,5
260,5,260,7
260,7,250,6
250,6,270,5
270,5,270,6
270,6,270,7
270,7,260,5
260,5,260,6
260,6,280,9
280,9,280,8
280,8,280,8
280,8,300,6
300,6,290,8
290,8,300,7
300,7,300,5
300,5,290,6
290,6,300,8
300,8,290,5
290,5,280,3
280,3,0,0
0,0,0,0
0,0,230,5
230,5,230,5
230,5,0,0
0,0,250,3
250,3,0,0
0,0,0,0
0,0,220,3
220,3,230,5
230,5,0,0
0,0,230,3
230,3,0,0
0,0,0,0
0,0,300,3
300,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,190,3
190,3,170,3
170,3,0,0
0,0,120,5
120,5,120,7
120,7,0,0
0,0,120,3
120,3,80,3
80,3,90,3
90,3,120,5
120,5,90,5
90,5,50,6
50,6,80,6
80,6,70,10
70,10,70,7
70,7,60,9
60,9,60,10
60,10,50,10
50,10,70,9
70,9,90,8
90,8,70,8
70,8,70,8
70,8,90,9
90,9,80,10
80,10,90,8
90,8,100,10
100,10,90,10
90,10,80,10
80,10,90,9
90,9,90,8
90,8,80,7
80,7,70,9
70,9,80,10
80,10,80,11
80,11,80,11
80,11,70,11
70,11,70,11
70,11,80,15
80,15,#N/A,#N/A
#N/A,#N/A,80,13
80,13,80,16
80,16,80,16
80,16,80,13
80,13,80,11
80,11,80,11
80,11,90,14
90,14,80,14
80,14,60,14
60,14,70,15
70,15,70,13
70,13,70,14
70,14,80,17
80,17,100,18
100,18,100,22
100,22,100,23
100,23,80,9
80,9,100,14
100,14,80,17
80,17,80,13
80,13,80,13
80,13,80,13
80,13,90,16
90,16,80,14
80,14,80,15
80,15,70,13
70,13,60,13
60,13,50,13
50,13,50,14
50,14,40,14
40,14,60,16
60,16,30,10
30,10,50,17
50,17,50,21
50,21,50,24
50,24,40,23
40,23,50,24
50,24,50,23
50,23,40,21
40,21,40,18
40,18,30,14
30,14,50,21
50,21,50,23
50,23,50,16
50,16,50,20
50,20,40,17
40,17,40,20
40,20,30,20
30,20,30,24
30,24,30,23
30,23,40,18
40,18,40,21
40,21,40,20
40,20,40,21
40,21,30,18
30,18,20,18
20,18,40,20
40,20,30,20
30,20,30,20
30,20,40,18
40,18,40,17
40,17,40,17
40,17,40,16
40,16,40,21
40,21,40,17
40,17,40,17
40,17,50,17
50,17,50,17
50,17,30,10
30,10,10,10
10,10,20,13
20,13,350,11
350,11,#N/A,#N/A
#N/A,#N/A,360,10
360,10,360,8
360,8,350,7
350,7,350,8
350,8,350,8
350,8,360,9
360,9,10,14
10,14,30,17
30,17,10,13
10,13,360,10
360,10,360,9
360,9,10,11
10,11,20,11
20,11,20,10
20,10,20,11
20,11,10,10
10,10,10,11
10,11,10,10
10,10,10,13
10,13,10,13
10,13,360,10
360,10,10,15
10,15,360,10
360,10,10,14
10,14,20,17
20,17,10,11
10,11,20,13
20,13,30,15
30,15,20,16
20,16,10,10
10,10,10,13
10,13,360,13
360,13,360,15
360,15,10,16
10,16,10,18
10,18,10,18
10,18,20,21
20,21,20,18
20,18,10,15
10,15,360,15
360,15,10,18
10,18,360,15
360,15,360,14
360,14,360,13
360,13,20,15
20,15,340,17
340,17,350,13
350,13,350,13
350,13,360,10
360,10,360,10
360,10,360,11
360,11,350,9
350,9,340,9
340,9,350,8
350,8,340,9
340,9,340,10
340,10,340,10
340,10,340,9
340,9,340,9
340,9,350,7
350,7,360,9
360,9,20,10
20,10,20,8
20,8,20,7
20,7,10,8
10,8,10,8
10,8,350,6
350,6,360,6
360,6,360,5
360,5,360,3
360,3,360,5
360,5,350,3
350,3,#N/A,#N/A
#N/A,#N/A,350,3
350,3,350,3
350,3,360,3
360,3,350,3
350,3,340,5
340,5,350,5
350,5,360,5
360,5,350,5
350,5,350,5
350,5,340,8
340,8,340,6
340,6,350,5
350,5,340,5
340,5,350,5
350,5,340,7
340,7,330,6
330,6,330,6
330,6,330,5
330,5,330,6
330,6,330,6
330,6,350,5
350,5,350,6
350,6,350,6
350,6,350,7
350,7,350,9
350,9,350,10
350,10,10,8
10,8,330,8
330,8,350,10
350,10,330,15
330,15,350,13
350,13,320,13
320,13,350,10
350,10,VRB,13
VRB,13,320,13
320,13,330,13
330,13,VRB,9
VRB,9,10,13
10,13,350,11
350,11,320,10
320,10,330,13
330,13,310,8
310,8,350,14
350,14,310,14
310,14,310,11
310,11,10,8
10,8,VRB,9
VRB,9,310,13
310,13,310,10
310,10,330,15
330,15,VRB,14
VRB,14,320,14
320,14,330,9
330,9,330,7
330,7,320,8
320,8,350,3
350,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,220,3
220,3,220,3
220,3,220,3
220,3,220,3
220,3,220,3
220,3,0,0
0,0,0,0
0,0,90,3
90,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,110,5
110,5,120,5
120,5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,130,3
130,3,130,3
130,3,130,3
130,3,0,0
0,0,170,5
170,5,180,5
180,5,160,3
160,3,0,0
0,0,120,3
120,3,0,0
0,0,150,3
150,3,180,3
180,3,170,3
170,3,190,6
190,6,180,5
180,5,190,5
190,5,180,5
180,5,170,5
170,5,180,7
180,7,160,6
160,6,170,5
170,5,160,7
160,7,170,7
170,7,190,7
190,7,VRB,9
VRB,9,190,8
190,8,190,14
190,14,190,8
190,8,180,7
180,7,180,13
180,13,190,14
190,14,180,13
180,13,190,14
190,14,200,13
200,13,170,15
170,15,190,14
190,14,170,11
170,11,190,16
190,16,170,14
170,14,180,14
180,14,170,11
170,11,160,13
160,13,160,10
160,10,160,10
160,10,150,9
150,9,150,9
150,9,150,11
150,11,150,10
150,10,150,10
150,10,150,10
150,10,160,10
160,10,170,9
170,9,200,10
200,10,180,8
180,8,180,8
180,8,180,8
180,8,190,8
190,8,190,8
190,8,200,6
200,6,220,6
220,6,230,7
230,7,260,6
260,6,270,8
270,8,290,10
290,10,290,10
290,10,280,9
280,9,290,10
290,10,290,9
290,9,300,9
300,9,290,7
290,7,310,5
310,5,300,5
300,5,0,0
0,0,280,5
280,5,280,5
280,5,300,5
300,5,310,5
310,5,310,3
310,3,320,5
320,5,320,3
320,3,300,3
300,3,320,5
320,5,330,5
330,5,350,7
350,7,350,6
350,6,350,7
350,7,350,8
350,8,350,8
350,8,350,7
350,7,360,5
360,5,30,6
30,6,360,6
360,6,10,7
10,7,360,8
360,8,360,10
360,10,VRB,8
VRB,8,350,10
350,10,10,7
10,7,310,7
310,7,300,6
300,6,10,8
10,8,320,7
320,7,0,0
0,0,280,5
280,5,310,7
310,7,360,7
360,7,330,5
330,5,320,10
320,10,310,7
310,7,350,5
350,5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,190,3
190,3,0,0
0,0,0,0
0,0,190,3
190,3,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,60,3
60,3,20,5
20,5,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,90,3
90,3,0,0
0,0,90,5
90,5,120,7
120,7,130,7
130,7,170,7
170,7,110,11
110,11,80,8
80,8,90,9
90,9,130,11
130,11,70,8
70,8,70,6
70,6,120,13
120,13,70,7
70,7,120,5
120,5,100,9
100,9,70,10
70,10,80,8
80,8,120,7
120,7,110,8
110,8,90,9
90,9,110,10
110,10,110,10
110,10,130,9
130,9,110,8
110,8,120,10
120,10,100,9
100,9,90,9
90,9,90,9
90,9,90,8
90,8,100,7
100,7,90,8
90,8,90,7
90,7,100,7
100,7,80,7
80,7,100,7
100,7,100,5
100,5,100,6
100,6,100,3
100,3,90,5
90,5,100,5
100,5,0,0
0,0,0,0
0,0,0,0
0,0,110,3
110,3,80,3
80,3,110,3
110,3,120,6
120,6,120,6
120,6,130,8
130,8,130,7
130,7,120,5
120,5,130,6
130,6,120,5
120,5,0,0
0,0,140,6
